freelancer_ID,forename,surname,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250568,Kevin,Gonzales,M,41,Canada,English,Cybersecurity,11,50,3.5,N,0.68
FL250569,Dawn,Hardy,F,25,Argentina,Spanish,Web Development,5,40,,Y,0.75
FL250570,Margaret,Perkins,F,38,Canada,English,UI/UX Design,3,40,4.7,N,0.69
FL250571,Amanda,Vargas,F,43,United States,English,DevOps,1,,2.9,N,0.78
FL250572,Tonya,Gonzalez,F,54,Mexico,Spanish,Artificial Intelligence,1,75,4.4,Y,
FL250573,Elizabeth,Bowman,F,31,Indonesia,Indonesian,Mobile Apps,2,40,2.3,N,0.98
FL250574,Ariana,Pittman,F,56,Mexico,Spanish,Artificial Intelligence,3,30,3.7,,0.83
FL250575,Antonio,Johnson,M,46,Mexico,Spanish,,11,,1.8,Y,0.91
FL250576,Justin,Lang,M,60,Egypt,Arabic,Artificial Intelligence,,100,0,Y,0.96
FL250577,Kelli,Ramirez,F,28,South Korea,Korean,,2,50,,Y,0.85
FL250578,Deborah,Torres,F,43,Indonesia,Indonesian,Web Development,20,30,2.7,N,0.72
FL250579,Joseph,Horn,M,41,France,French,Web Development,11,20,4.7,,0.69
FL250580,Christopher,Robinson,M,41,United Kingdom,English,DevOps,0,20,3.1,N,0.9
FL250581,Sandra,Mccormick,F,40,United Kingdom,English,Mobile Apps,20,20,2.3,N,0.92
FL250582,Michael,Holland,M,45,Germany,German,DevOps,3,20,1.3,Y,0.91
FL250583,Kenneth,Stevenson,M,47,Egypt,Arabic,DevOps,28,50,2.9,Y,
FL250584,Timothy,Bennett,M,34,India,Hindi,Data Analysis,0,40,3.3,N,0.98
FL250585,Gregory,Randall,M,47,United States,English,UI/UX Design,4,20,4.2,,0.82
FL250586,Charles,Martinez,M,32,Mexico,Spanish,UI/UX Design,9,40,1.3,Y,0.83
FL250587,James,Hall,M,28,United Kingdom,English,Mobile Apps,2,100,4.4,Y,
FL250588,Michael,Garcia,M,32,Australia,English,DevOps,1,100,3.4,Y,
FL250589,Michele,Duran,F,49,Netherlands,Dutch,Artificial Intelligence,2,100,3.4,Y,0.85
FL250590,Jessica,Gray,F,36,Argentina,Spanish,Mobile Apps,16,20,3.2,, 
FL250591,Keith,Shaffer,M,59,Mexico,Spanish,,22,20,3.6,N,0.63
FL250592,Jessica,Decker,F,52,Canada,English,Cybersecurity,22,20,0,N,
FL250593,Brianna,Pittman,F,24,China,Mandarin,,5,40,1.8,Y,0.86
FL250594,Kimberly,Hunter,F,26,Australia,English,Graphic Design,2,75,2.5,Y,0.6
FL250595,Daniel,Martin,M,55,Canada,English,Cybersecurity,24,40,2,Y,0.88
FL250596,Rachel,Smith,F,56,Italy,Italian,Mobile Apps,37,40,0,N,0.7
FL250597,Michael,Miller,M,36,France,French,Graphic Design,3,50,1.3,Y,0.77
FL250598,Willie,Clark,M,48,Argentina,Spanish,Web Development,18,75,0,N,0.8
FL250599,Jeremy,Hernandez,M,55,Egypt,Arabic,Machine Learning,6,40,3.6,Y,
FL250600,Tina,Shelton,F,56,Spain,Spanish,DevOps,17,,1.3,,0.87
FL250601,Dr. Pamela,Larson,F,28,Canada,English,Blockchain Development,1,75,2.7,Y,0.93
FL250602,Ryan,Ewing,M,60,United States,English,Artificial Intelligence,39,100,1.5,,0.88
FL250603,Mark,Cochran,M,34,South Korea,Korean,Blockchain Development,15,20,0,N,1
FL250604,Martha,Carson,F,38,Indonesia,Indonesian,Artificial Intelligence,13,40,0,Y,0.61
FL250605,Heather,Jackson,F,51,South Korea,Korean,Web Development,17,100,3,N,0.79
FL250606,Megan,Young,F,21,Japan,Japanese,Mobile Apps,1,30,1.2,,0.73
FL250607,Thomas,Davis,M,35,Italy,Italian,UI/UX Design,16,,1.3,Y,0.64
FL250608,Thomas,Mooney,M,27,Brazil,Portuguese,Web Development,9,100,,Y,
FL250609,Susan,Smith,F,42,Turkey,Turkish,Mobile Apps,20,50,3.8,N,0.93
FL250610,Brianna,Orr,F,52,Canada,English,Blockchain Development,29,30,3.8,N,0.68
FL250611,Dustin,Smith,M,53,South Korea,Korean,Web Development,21,40,4.7,Y,0.62
FL250612,Sarah,White,F,54,Italy,Italian,Mobile Apps,28,40,1.1,N,
FL250613,Michael,Davis,M,51,Japan,Japanese,Graphic Design,5,50,4.2,Y,0.82
FL250614,Jennifer,Phillips,F,30,South Korea,Korean,Web Development,0,,0,N,
FL250615,Dana,Sanders,F,45,Netherlands,Dutch,Machine Learning,27,75,0,,0.85
FL250616,Daniel,Quinn,M,57,Indonesia,Indonesian,Graphic Design,26,100,2.4,Y,0.78
FL250617,Matthew,Steele,M,38,Turkey,Turkish,Blockchain Development,19,40,0,Y,0.86
FL250618,Michele,Taylor,F,42,Russia,Russian,DevOps,24,40,,N,0.88
FL250619,Ashley,Hammond,F,30,South Africa,Afrikaans,DevOps,7,30,3.3,,0.68
FL250620,Nicole,Taylor,F,43,Australia,English,Web Development,13,100,1.4,Y,0.97
FL250621,Casey,Bush,M,22,Egypt,Arabic,UI/UX Design,2,75,1.7,N,0.91
FL250622,Samuel,Patterson,M,57,Mexico,Spanish,Machine Learning,37,30,4.8,N,
FL250623,Craig,Dennis,M,44,United Kingdom,English,Graphic Design,1,,4.8,N,0.97
FL250624,Heidi,Dixon,F,46,China,Mandarin,DevOps,5,30,2,Y,0.64
FL250625,David,Bishop,M,,Spain,Spanish,Blockchain Development,1,50,2.8,N,0.87
FL250626,Laura,Butler,F,34,Australia,English,Data Analysis,2,100,0,N,0.86
FL250627,Denise,Erickson,F,46,Italy,Italian,Mobile Apps,,100,4.4,Y,0.97
FL250628,Nicole,Austin,F,22,France,French,Blockchain Development,0,30,4.9,N,0.73
FL250629,Summer,Williams,F,23,South Africa,Afrikaans,Artificial Intelligence,0,75,2.3,,0.6
FL250630,Angela,Blackwell,F,60,Turkey,Turkish,Web Development,41,40,4.9,Y,0.66
FL250631,Thomas,Wall,M,20,Canada,English,DevOps,,75,4.3,N,0.9
FL250632,Sarah,Anderson,F,41,South Korea,Korean,UI/UX Design,23,75,1.4,N,
FL250633,Christian,Lane,M,24,France,French,Mobile Apps,0,100,,N,
FL250634,Todd,Casey,M,44,Netherlands,Dutch,Machine Learning,4,,1.3,Y,0.77
FL250635,David,Martinez,M,52,China,Mandarin,UI/UX Design,4,75,2.3,Y,0.79
FL250636,Donald,Salas,M,35,Spain,Spanish,Machine Learning,13,40,3.6,N,0.83
FL250637,Emma,Hicks,F,24,Netherlands,Dutch,DevOps,2,50,,N,0.64
FL250638,Alison,Clark,F,46,Australia,English,Cybersecurity,25,100,1.3,N,0.8
FL250639,Andrew,Barnes,M,57,Mexico,Spanish,Mobile Apps,18,30,1.1,N,0.9
FL250640,Gina,Snyder,F,49,Mexico,Spanish,Web Development,24,50,0,N,0.94
FL250641,David,Watson,M,41,Japan,Japanese,Artificial Intelligence,7,40,1.8,N,0.7
FL250642,John,Davis,M,22,Mexico,Spanish,Machine Learning,1,20,,Y,0.75
FL250643,Joseph,Thomas,M,50,Australia,English,Blockchain Development,17,75,3.3,Y,0.69
FL250644,Dean,Finley,M,57,Germany,German,Graphic Design,4,30,4.2,N,
FL250645,Ashley,Kemp,F,47,Mexico,Spanish,Artificial Intelligence,29,50,,Y,0.79
FL250646,Kenneth,Evans,M,24,South Africa,Afrikaans,Data Analysis,2,100,3.8,Y,0.71
FL250647,Brandon,Newman,M,,India,Hindi,Cybersecurity,9,100,4.8,Y,0.72
FL250648,Katie,Hensley,F,50,Germany,German,DevOps,10,100,4.3,N,0.93
FL250649,Joel,Randolph,M,46,Brazil,Portuguese,Machine Learning,20,,4.8,Y,0.82
FL250650,Andrew,Scott,M,51,Australia,English,Cybersecurity,9,40,,N,0.6
FL250651,Zachary,Ochoa,M,51,United Kingdom,English,Artificial Intelligence,12,20,4,N,0.93
FL250652,John,Arroyo,M,27,United Kingdom,English,Artificial Intelligence,3,50,,N,
FL250653,Matthew,Fernandez,M,42,Spain,Spanish,Web Development,13,30,0,N,0.74
FL250654,Benjamin,Stark,M,25,Germany,German,UI/UX Design,4,40,2.3,Y,0.73
FL250655,Tammy,Greer,F,32,Germany,German,Data Analysis,9,75,,N,0.96
FL250656,Cynthia,Mckinney,F,59,Canada,English,Graphic Design,14,30,3.8,,0.66
FL250657,Wendy,Rice,F,59,France,French,Cybersecurity,37,30,4,N,0.62
FL250658,Randy,Bender,M,29,Germany,German,Graphic Design,2,75,2.2,Y,0.85
FL250659,Richard,Dominguez,M,58,China,Mandarin,Artificial Intelligence,11,100,4.3,N,0.66
FL250660,Melissa,Maldonado,F,56,Canada,English,Cybersecurity,19,20,0,N,0.87
FL250661,Leah,Harris,F,36,United States,English,Machine Learning,9,20,0,Y,0.68
FL250662,Lynn,French,F,52,Canada,English,UI/UX Design,16,100,4,1,
FL250663,Angela,Johnson,F,42,Netherlands,Dutch,Mobile Apps,8,50,,, 
FL250664,Sarah,Edwards,F,59,India,Hindi,Mobile Apps,34,100,2,1,0.79
FL250665,Roy,Collins,M,33,Netherlands,Dutch,Mobile Apps,5,50,4.7,1,0.88
FL250666,Samantha,Porter,F,55,Canada,English,Web Development,14,50,3.6,1,0.81
FL250667,Juan,Elliott,M,47,South Korea,Korean,UI/UX Design,17,50,1.2,N,
FL250668,Elizabeth,Phillips,F,29,Mexico,Spanish,Artificial Intelligence,10,,4.4,Y,0.67
FL250669,Laura,Evans,F,30,United Kingdom,English,DevOps,8,100,1.4,Y,0.62
FL250670,Amanda,Mitchell,F,25,Canada,English,DevOps,1,30,3.2,N,0.87
FL250671,Sandra,Williams,F,28,Egypt,Arabic,Cybersecurity,10,,3.8,Y,0.98
FL250672,Eric,Johnson,M,29,South Korea,Korean,Blockchain Development,0,75,1.5,Y,0.64
FL250673,Javier,Hobbs,M,30,Spain,Spanish,Graphic Design,4,,2.8,Y,0.71
FL250674,Jacob,Jones,M,47,Egypt,Arabic,Artificial Intelligence,2,50,2.7,N,0.96
FL250675,Zachary,Murphy,M,34,Australia,English,Blockchain Development,10,30,3.9,, 
FL250676,Joshua,Owens,M,45,United States,English,Graphic Design,16,100,4.6,N,0.78
FL250677,Dawn,Mitchell,F,56,Spain,Spanish,Cybersecurity,27,20,2.2,N,0.7
FL250678,Regina,Dunn,F,49,China,Mandarin,DevOps,20,50,2.5,N,0.82
FL250679,Ernest,Cole,M,48,France,French,Artificial Intelligence,10,,3.1,N,
FL250680,Hannah,Sanders,F,29,South Korea,Korean,Graphic Design,0,20,,Y,0.99
FL250681,Ellen,Bowman,F,49,Netherlands,Dutch,Web Development,11,75,3.8,Y,0.93
FL250682,Nancy,Moore,F,22,China,Mandarin,Blockchain Development,1,100,4.8,Y,0.75
FL250683,Joseph,Wood,M,52,Mexico,Spanish,Graphic Design,30,100,2.5,,0.61
FL250684,Michael,Harrell,M,60,Canada,English,Blockchain Development,7,30,0,N,0.97
FL250685,Connie,Mcclain,F,33,Japan,Japanese,UI/UX Design,0,100,1.7,Y,0.95
FL250686,Matthew,Baldwin,M,52,South Korea,Korean,Graphic Design,21,40,4,N,0.69
FL250687,Danielle,Nelson,F,25,Germany,German,DevOps,7,100,1.9,N,0.63
FL250688,Steven,Moore,M,33,Japan,Japanese,Cybersecurity,,30,4.4,Y,0.65
FL250689,Megan,Hudson,F,33,China,Mandarin,Mobile Apps,,,4.2,Y,0.9
FL250690,Lisa,Johnson,F,52,Canada,English,UI/UX Design,25,100,4.8,N,
FL250691,Tracy,White,F,20,Indonesia,Indonesian,Web Development,1,30,2,N,0.89
FL250692,Natalie,Diaz,F,43,Russia,Russian,Data Analysis,7,50,,Y,0.8
FL250693,Amanda,Mitchell,F,31,France,French,Mobile Apps,,50,1.4,N,0.8
FL250694,Karen,Scott,F,29,Germany,German,Data Analysis,6,100,1.8,N,
FL250695,Mary,Brown,F,53,South Africa,Afrikaans,Graphic Design,35,,0,Y,0.67
FL250696,Jon,Jones,M,38,India,Hindi,Mobile Apps,1,40,0,N,0.96
FL250697,Jason,Phillips,M,29,Spain,Spanish,Graphic Design,,20,0,N,0.9
FL250698,Eric,Walsh,M,42,South Korea,Korean,UI/UX Design,0,,3.9,N,0.62
