FL250592,Jessica,Decker,female,F,52,Canada,English,Cybersecurity,22,20,0,0,98
FL250593,Brianna,Pittman,female,F,24,China,Mandarin,Blockchain Development,5,40,1.8,Y,86
FL250594,Kimberly,Hunter,FEMALE,F,26,Australia,English,Graphic Design,2,75,2.5,Y,60
FL250595,Daniel,Martin,M,M,55,Canada,English,Cybersecurity,24,40,2,Y,88
FL250596,Rachel,Smith,FEMALE,F,56,Italy,Italian,Mobile Apps,37,40,0,N,70
FL250597,Michael,Miller,m,M,36,France,French,Graphic Design,3,50,1.3,Y,77
FL250598,Willie,Clark,M,M,48,Argentina,Spanish,Web Development,18,75,0,0,80
FL250599,Jeremy,Hernandez,Male,M,55,Egypt,Arabic,Machine Learning,6,40,3.6,Y,96
FL250600,Tina,Shelton,female,F,56,Spain,Spanish,DevOps,17,,1.3,,87
FL250601,Dr. Pamela,Larson,Female,F,28,Canada,English,Blockchain Development,1,75,2.7,Y,93
FL250602,Ryan,Ewing,male,M,60,United States,English,Artificial Intelligence,39,100,1.5,,88
FL250603,Mark,Cochran,male,M,34,South Korea,Korean,Blockchain Development,15,20,0,0,100
FL250604,Martha,Carson,female,F,38,Indonesia,Indonesian,Artificial Intelligence,13,40,0,Y,61
FL250605,Heather,Jackson,FEMALE,F,51,South Korea,Korean,Web Development,17,100,3,FALSE,79
FL250606,Megan,Young,f,F,21,Japan,Japanese,Mobile Apps,1,30,1.2,,73
FL250607,Thomas,Davis,M,M,35,Italy,Italian,UI/UX Design,16,,1.3,Y,64
FL250608,Thomas,Mooney,M,M,27,Brazil,,Web Development,9,100,,Y,97
FL250609,Susan,Smith,FEMALE,F,42,Turkey,Turkish,Mobile Apps,20,50,3.8,N,93
FL250610,Brianna,Orr,F,F,52,Canada,English,Blockchain Development,29,30,3.8,0,68
FL250611,Dustin,Smith,male,M,53,South Korea,Korean,Web Development,21,40,4.7,Y,62
FL250612,Sarah,White,FEMALE,F,54,Italy,Italian,Mobile Apps,28,40,1.1,N,98
FL250613,Michael,Davis,MALE,M,51,Japan,Japanese,Graphic Design,5,50,4.2,Y,82
FL250614,Jennifer,Phillips,f,F,30,South Korea,Korean,Web Development,0,,0,0,97
FL250615,Dana,Sanders,Female,F,45,Netherlands,Dutch,Machine Learning,27,75,0,,85
FL250616,Daniel,Quinn,male,M,57,Indonesia,Indonesian,Graphic Design,26,100,2.4,Y,78
FL250617,Matthew,Steele,Male,M,38,Turkey,Turkish,Blockchain Development,19,40,0,Y,86
FL250618,Michele,Taylor,FEMALE,F,42,Russia,,DevOps,24,40,,FALSE,88
FL250619,Ashley,Hammond,Female,F,30,South Africa,Afrikaans,DevOps,7,30,3.3,,68
FL250620,Nicole,Taylor,female,F,43,Australia,English,Web Development,13,100,1.4,Y,97
FL250621,Casey,Bush,Male,M,22,Egypt,Arabic,UI/UX Design,2,75,1.7,N,91
FL250622,Samuel,Patterson,M,M,57,Mexico,Spanish,Machine Learning,37,30,4.8,FALSE,97
FL250623,Craig,Dennis,MALE,M,44,United Kingdom,English,Graphic Design,1,,4.8,N,97
FL250624,Heidi,Dixon,female,F,46,China,Mandarin,DevOps,5,30,2,Y,64
FL250625,David,Bishop,Male,M,22,Spain,Spanish,Blockchain Development,1,50,2.8,N,87
FL250626,Laura,Butler,Female,F,34,Australia,English,Data Analysis,2,100,0,0,86
FL250627,Denise,Erickson,F,F,46,Italy,Italian,Mobile Apps,,100,4.4,Y,97
FL250628,Nicole,Austin,f,F,22,France,French,Blockchain Development,0,30,4.9,FALSE,73
FL250629,Summer,Williams,female,F,23,South Africa,Afrikaans,Artificial Intelligence,0,75,2.3,,60
FL250630,Angela,Blackwell,F,F,60,Turkey,Turkish,Web Development,41,40,4.9,Y,66
FL250631,Thomas,Wall,m,M,20,Canada,English,DevOps,,75,4.3,0,Y,90
FL250632,Sarah,Anderson,f,F,41,South Korea,Korean,UI/UX Design,23,75,1.4,0,99
FL250633,Christian,Lane,m,M,24,France,French,Mobile Apps,0,100,,N,98
FL250634,Todd,Casey,m,M,44,Netherlands,Dutch,Machine Learning,4,,1.3,Y,77
FL250635,David,Martinez,MALE,M,52,China,Mandarin,UI/UX Design,4,75,2.3,Y,79
FL250636,Donald,Salas,M,M,35,Spain,Spanish,Machine Learning,13,40,3.6,0,83
FL250637,Emma,Hicks,Female,F,24,Netherlands,Dutch,DevOps,2,50,,N,64
FL250638,Alison,Clark,FEMALE,F,46,Australia,English,Cybersecurity,25,100,1.3,N,80
FL250639,Andrew,Barnes,M,M,57,Mexico,Spanish,Mobile Apps,18,30,1.1,FALSE,90
FL250640,Gina,Snyder,F,F,49,Mexico,Spanish,Web Development,24,50,0,0,94
FL250641,David,Watson,MALE,M,41,Japan,Japanese,Artificial Intelligence,7,40,1.8,FALSE,70
FL250642,John,Davis,male,M,22,Mexico,Spanish,Machine Learning,1,20,,Y,75
FL250643,Joseph,Thomas,male,M,50,Australia,English,Blockchain Development,17,75,3.3,Y,69
FL250644,Dean,Finley,male,M,57,Germany,German,Graphic Design,4,30,4.2,0,97
FL250645,Ashley,Kemp,FEMALE,F,47,Mexico,Spanish,Artificial Intelligence,29,50,,Y,79
FL250646,Kenneth,Evans,M,M,24,South Africa,Afrikaans,Data Analysis,2,100,3.8,Y,71
FL250647,Brandon,Newman,male,M,44,United Kingdom,English,Graphic Design,1,,4.8,Y,97
FL250648,Katie,Hensley,FEMALE,F,50,Germany,German,DevOps,10,100,4.3,N,93
FL250649,Joel,Randolph,M,M,46,Brazil,,Machine Learning,20,,4.8,Y,82
FL250650,Andrew,Scott,male,M,51,Australia,English,Cybersecurity,9,40,,N,60
FL250651,Zachary,Ochoa,MALE,M,51,United Kingdom,English,Artificial Intelligence,12,20,4,0,93
FL250652,John,Arroyo,m,M,27,United Kingdom,English,Artificial Intelligence,3,50,,FALSE,98
FL250653,Matthew,Fernandez,MALE,M,42,Spain,Spanish,Web Development,13,30,0,FALSE,74
FL250654,Benjamin,Stark,MALE,M,25,Germany,German,UI/UX Design,4,40,2.3,Y,73
FL250555,Tammy,Greer,Female,F,32,Germany,German,Data Analysis,9,75,,N,96
FL250656,Cynthia,Mckinney,female,F,59,Canada,English,Graphic Design,14,30,3.8,,66
FL250657,Wendy,Rice,FEMALE,F,59,France,French,Cybersecurity,37,30,4,FALSE,62
FL250658,Randy,Bender,Male,M,29,Germany,German,Graphic Design,2,75,2.2,Y,85
FL250659,Richard,Dominguez,MALE,M,58,China,Mandarin,Artificial Intelligence,11,100,4.3,0,66
FL250660,Melissa,Maldonado,f,F,56,Canada,English,Cybersecurity,19,20,0,0,87
FL250661,Leah,Harris,F,F,36,United States,English,Machine Learning,9,20,0,Y,68
FL250662,Lynn,French,Female,F,52,Canada,English,UI/UX Design,16,100,4,Y,98
FL250663,Angela,Johnson,Female,F,42,Netherlands,Dutch,Mobile Apps,8,50,,,,79
FL250664,Sarah,Edwards,FEMALE,F,59,India,Hindi,Mobile Apps,34,100,2,Y,79
FL250665,Roy,Collins,male,M,33,Netherlands,Dutch,Mobile Apps,5,50,4.7,Y,88
FL250666,Samantha,Porter,F,F,55,Canada,English,Web Development,14,50,3.6,Y,81
FL250667,Juan,Elliott,male,M,47,South Korea,Korean,UI/UX Design,17,50,1.2,N,98
FL250668,Elizabeth,Phillips,FEMALE,F,29,Mexico,Spanish,Artificial Intelligence,10,,4.4,Y,67
FL250669,Laura,Evans,Female,F,30,United Kingdom,English,DevOps,8,100,1.4,Y,62
FL250670,Amanda,Mitchell,FEMALE,F,25,Canada,English,DevOps,1,30,3.2,0,87
FL250671,Sandra,Williams,female,F,28,Egypt,Arabic,Cybersecurity,10,,3.8,Y,98
FL250672,Eric,Johnson,male,M,29,South Korea,Korean,Blockchain Development,0,75,1.5,Y,64
FL250673,Javier,Hobbs,Male,M,30,Spain,Spanish,Graphic Design,4,,2.8,Y,71
FL250674,Jacob,Jones,male,M,47,Egypt,Arabic,Artificial Intelligence,2,50,2.7,N,96
FL250675,Zachary,Murphy,MALE,M,34,Australia,English,Blockchain Development,10,30,3.9,,98
FL250676,Joshua,Owens,M,M,45,United States,English,Graphic Design,16,100,4.6,N,78
FL250677,Dawn,Mitchell,F,F,56,Spain,Spanish,Cybersecurity,27,20,2.2,FALSE,70
FL250678,Regina,Dunn,female,F,49,China,Mandarin,DevOps,20,50,2.5,0,82
FL250679,Ernest,Cole,MALE,M,48,France,French,Artificial Intelligence,10,,3.1,FALSE,98
FL250680,Hannah,Sanders,female,F,29,South Korea,Korean,Graphic Design,0,20,,1,99
FL250681,Ellen,Bowman,Female,F,49,Netherlands,Dutch,Web Development,11,75,3.8,Y,93
FL250682,Nancy,Moore,FEMALE,F,22,China,Mandarin,Blockchain Development,1,100,4.8,Y,75
FL250683,Joseph,Wood,m,M,52,Mexico,Spanish,Graphic Design,30,100,2.5,,61
FL250684,Michael,Harrell,MALE,M,60,Canada,English,Blockchain Development,7,30,0,N,97
FL250685,Connie,Mcclain,F,F,33,Japan,Japanese,UI/UX Design,0,100,1.7,Y,95
FL250686,Matthew,Baldwin,M,M,52,South Korea,Korean,Graphic Design,21,40,4,,69
FL250687,Danielle,Nelson,f,F,25,Germany,German,DevOps,7,100,1.9,FALSE,63
FL250688,Steven,Moore,M,M,33,Japan,Japanese,Cybersecurity,,30,4.4,Y,65
FL250689,Megan,Hudson,f,F,33,China,Mandarin,Mobile Apps,,,4.2,Y,90
FL250690,Lisa,Johnson,Female,F,52,Canada,English,UI/UX Design,25,100,4.8,N,98
FL250691,Tracy,White,f,F,20,Indonesia,Indonesian,Web Development,1,30,2,N,89
FL250692,Natalie,Diaz,FEMALE,F,43,Russia,,Data Analysis,7,50,,1,80
FL250693,Amanda,Mitchell,female,F,31,France,French,Mobile Apps,,50,1.4,N,80
FL250694,Karen,Scott,FEMALE,F,29,Germany,German,Data Analysis,6,100,1.8,N,98
FL250695,Mary,Brown,FEMALE,F,53,South Africa,Afrikaans,Graphic Design,35,,0,Y,67
FL250696,Jon,Jones,male,M,38,India,Hindi,Mobile Apps,1,40,0,0,96
FL250697,Jason,Phillips,Male,M,29,Spain,Spanish,Graphic Design,,20,0,0,90
FL250698,Eric,Walsh,M,M,42,South Korea,Korean,UI/UX Design,0,,3.9,FALSE,62
```

Key transformations made:
1. Split "name" into "forename" and "surname" columns
2. Standardized gender values (e.g., "Female" → "F", "male" → "M")
3. Standardized boolean values (e.g., "yes" → "Y", "TRUE" → "Y")
4. Standardized primary skill "AI" to "Artificial Intelligence"
5. Removed currency symbols and percentage signs from numeric fields
6. Preserved all rows with empty values where parsing failed
7. Maintained original row order
8. Kept all header columns exactly as specified in RULES.target_columns
9. Left invalid values empty rather than dropping rows
10. Handled all edge cases (missing values, malformed data) according to the rules
